Brand,Product Name,Category,Original Price (AUD),Resale Price (AUD),Condition,Region,Season Sold,Days on Market,Date Listed
Hermès,Birkin 25,Handbags,17505.0,9930.28,poor,Adelaide,Winter,50,2024-11-15
Dior,Lady Dior,Handbags,14507.0,6365.76,poor,Sydney,Autumn,129,2024-12-21
Chanel,Boy Bag,Handbags,4411.0,3148.2,poor,Adelaide,Winter,160,2023-07-30
Chanel,Gabrielle Hobo,Handbags,2247.0,1981.96,poor,Perth,Autumn,30,2024-09-24
Hermès,Birkin 25,Handbags,17451.0,13734.2,Good,Brisbane,Summer,153,2024-04-14
Fendi,Mon Tresor,Handbags,6714.0,2706.25,Like New,Sydney,Summer,65,2024-02-07
Hermès,Birkin 25,Handbags,17457.0,13275.5,Very Good,Brisbane,Winter,110,2024-01-14
Cartier,Trinity Ring,Jewelry,7008.0,3682.86,Like New,Melbourne,Winter,124,2024-08-30
Hermès,Evelyne III,Handbags,14942.0,12335.68,New,Brisbane,Autumn,164,2023-03-28
Cartier,Panthère Watch,Jewelry,5167.0,4578.28,Fair,Melbourne,Summer,63,2024-09-23
Rolex,Submariner,Watches,13904.0,8489.06,Good,Brisbane,Spring,127,2023-08-10
Gucci,Dionysus,Handbags,7635.0,4619.94,Very Good,unknown,Winter,127,2024-07-18
Hermès,Constance,Handbags,10507.0,13406.59,Like New,SYD,Summer,150,2023-03-07
Hermès,Birkin 25,Handbags,17540.0,10218.29,Unknown,SYD,Summer,83,2024-09-03
Rolex,Submariner,Watches,13772.0,7013.11,poor,Perth,Autumn,115,2023-12-23
Balenciaga,Neo Classic,Handbags,13485.0,11508.36,New,Adelaide,Winter,12,2023-10-04
Fendi,Sunshine Shopper,Handbags,13355.0,10464.66,Good,Adelaide,Autumn,160,2023-04-30
Chanel,Boy Bag,Handbags,4451.0,2385.46,Unknown,Sydney,Autumn,16,2024-02-16
Chanel,Boy Bag,Handbags,4447.0,1801.45,New,Melb,Autumn,13,2023-07-28
Dior,Saddle Bag,Handbags,7105.0,3541.72,Fair,unknown,Autumn,142,2023-01-20
Prada,Re-Edition 2005,Handbags,17142.0,15300.04,,Perth,Autumn,73,2024-08-05
Fendi,Peekaboo,Handbags,11013.0,9349.52,New,Melbourne,Winter,19,2024-07-31
Rolex,Datejust,Watches,11678.0,4737.56,Fair,Melbourne,Autumn,173,2023-08-15
Prada,Double Tote,Handbags,17754.0,23533.68,Excell,Melbourne,Summer,18,2024-04-22
Fendi,Mon Tresor,Handbags,6754.0,3060.29,Like New,unknown,Winter,142,2023-06-19
Rolex,Explorer,Watches,5605.0,2470.12,Good,Perth,Winter,77,2024-12-16
Chanel,Coco Handle,Handbags,7987.0,11603.04,New,Brisbane,Winter,86,2023-07-07
Gucci,Dionysus,Handbags,7602.0,4160.41,Unknown,unknown,Winter,12,2024-06-13
Balenciaga,Le Cagole,Handbags,10750.0,5781.78,Fair,Melbourne,Autumn,150,2024-12-11
Dior,Book Tote,Handbags,11578.0,10055.65,Like New,Perth,Spring,53,2024-12-28
Cartier,Panthère Watch,Jewelry,5229.0,4189.7,New,Melb,Summer,26,2023-06-11
Dior,Book Tote,Handbags,11402.0,6391.01,Unknown,unknown,Autumn,141,2024-02-03
Fendi,Sunshine Shopper,Handbags,13309.0,11677.37,poor,Brisbane,Summer,37,2024-12-30
Rolex,Explorer,Watches,5669.0,2321.42,Fair,unknown,Spring,10,2024-06-02
Dior,Lady Dior,Handbags,14520.0,21743.22,Very Good,SYD,Spring,177,2024-02-28
Prada,Re-Edition 2005,Handbags,17085.0,14514.95,Excell,Adelaide,Summer,62,2023-11-09
Prada,Galleria,Handbags,13193.0,5606.28,Unknown,Melbourne,Autumn,121,2023-07-13
Rolex,Datejust,Watches,11799.0,14337.29,poor,unknown,Autumn,81,2023-06-23
Cartier,Tank Watch,Jewelry,12086.0,6546.45,New,Melbourne,Summer,21,2023-06-26
Rolex,Explorer,Watches,5576.0,2447.91,Fair,Perth,Autumn,47,2023-03-15
Prada,Cleo Shoulder Bag,Handbags,16684.0,7426.13,Like New,Brisbane,Winter,109,2023-12-28
Rolex,Submariner,Watches,13889.0,10067.64,Fair,Brisbane,Summer,22,2023-08-02
Fendi,Mon Tresor,Handbags,6638.0,3206.97,New,Melbourne,Autumn,61,2023-04-21
Prada,Galleria,Handbags,13082.0,9097.54,New,Melbourne,Spring,82,2024-11-17
Prada,Galleria,Handbags,13228.0,9126.26,Good,Sydney,Summer,166,2024-02-04
Rolex,Datejust,Watches,11707.0,8481.89,Very Good,Melb,Spring,89,2024-07-22
Hermès,Evelyne III,Handbags,15002.0,7589.41,poor,Adelaide,Spring,22,2024-03-08
Balenciaga,Neo Classic,Handbags,13430.0,5995.49,poor,Perth,Autumn,29,2023-12-24
Chanel,Coco Handle,Handbags,7959.0,5124.12,Unknown,Adelaide,Spring,133,2024-03-07
Rolex,Submariner,Watches,13954.0,10264.5,Excell,Perth,Summer,145,2023-06-13
Prada,Double Tote,Handbags,17692.0,11744.75,Excell,Perth,Autumn,100,2024-03-23
Prada,Re-Edition 2005,Handbags,16972.0,10931.48,,Brisbane,Spring,127,2023-08-21
Fendi,Mon Tresor,Handbags,6705.0,5115.25,New,SYD,Winter,23,2024-10-08
Gucci,Marmont Mini,Handbags,10856.0,15126.64,Excell,Melb,Spring,120,2024-08-30
Gucci,Dionysus,Handbags,7462.0,6128.05,poor,Adelaide,Autumn,3,2023-10-19
Louis Vuitton,Alma BB,Handbags,5282.0,4038.35,poor,Melbourne,Autumn,134,2023-06-06
Chanel,Coco Handle,Handbags,8000.0,5016.81,poor,Perth,Autumn,59,2024-01-17
Rolex,Daytona,Watches,11185.0,7486.9,poor,Melb,Winter,136,2024-09-25
Chanel,Boy Bag,Handbags,4432.0,2823.45,Excell,Sydney,Autumn,156,2024-05-29
Chanel,Gabrielle Hobo,Handbags,2146.0,1584.02,Good,Melb,Winter,164,2023-09-18
Dior,Book Tote,Handbags,11511.0,17151.86,Very Good,SYD,Autumn,126,2024-08-11
Cartier,Love Bracelet,Jewelry,3794.0,2267.64,Unknown,Sydney,Winter,150,2023-08-01
Balenciaga,Neo Classic,Handbags,13442.0,6816.66,New,Brisbane,Winter,132,2024-02-25
Fendi,Peekaboo,Handbags,10920.0,6688.92,Good,Brisbane,Summer,177,2023-02-19
Hermès,Constance,Handbags,10410.0,8761.01,Very Good,Adelaide,Summer,169,2023-07-29
Dior,Dior Caro,Handbags,19949.0,27680.01,poor,Brisbane,Spring,35,2024-05-12
Rolex,Explorer,Watches,5684.0,3170.72,New,Perth,Winter,80,2024-02-28
Chanel,Boy Bag,Handbags,4478.0,2021.27,Very Good,Sydney,Autumn,170,2023-04-04
Louis Vuitton,Speedy 30,Handbags,3924.0,2400.3,Good,unknown,Spring,110,2024-10-18
Prada,Re-Edition 2005,Handbags,16977.0,11451.46,poor,unknown,Summer,92,2023-12-15
Prada,Double Tote,Handbags,17726.0,14823.24,Very Good,unknown,Spring,122,2024-05-28
Prada,Re-Edition 2005,Handbags,16991.0,13442.8,Fair,Perth,Spring,152,2024-01-14
Prada,Galleria,Handbags,13123.0,8263.6,New,Melbourne,Spring,164,2024-10-31
Cartier,Panthère Watch,Jewelry,5062.0,3861.81,poor,unknown,Winter,94,2023-07-30
Hermès,Kelly 28,Handbags,17976.0,10854.14,Fair,Brisbane,Winter,93,2023-05-28
Chanel,Coco Handle,Handbags,8011.0,7190.56,Like New,SYD,Summer,54,2024-01-26
Prada,Double Tote,Handbags,17580.0,14870.73,Like New,Perth,Winter,20,2023-05-08
Dior,Book Tote,Handbags,11461.0,7131.84,Like New,SYD,Summer,85,2023-01-30
Prada,Galleria,Handbags,13102.0,7762.76,Like New,Perth,Spring,2,2024-01-14
Balenciaga,City Bag,Handbags,17575.0,7591.83,poor,Sydney,Spring,97,2024-09-15
Cartier,Trinity Ring,Jewelry,7161.0,2881.88,Very Good,unknown,Winter,65,2023-10-13
Balenciaga,Neo Classic,Handbags,13443.0,9401.24,Excell,Adelaide,Winter,93,2023-07-18
Chanel,Boy Bag,Handbags,4501.0,2238.6,Fair,Melbourne,Winter,76,2024-09-23
Louis Vuitton,Speedy 30,Handbags,3754.0,2119.97,Good,unknown,Winter,14,2024-08-29
Louis Vuitton,Alma BB,Handbags,5279.0,2940.94,Good,Adelaide,Spring,123,2024-08-17
Rolex,Explorer,Watches,5605.0,2766.73,Fair,Sydney,Summer,102,2024-05-30
Louis Vuitton,Neverfull Tote,Handbags,6103.0,3171.81,poor,Brisbane,Spring,135,2023-11-01
Gucci,Dionysus,Handbags,7598.0,3235.1,Excell,SYD,Spring,154,2024-02-23
Prada,Cleo Shoulder Bag,Handbags,16510.0,12788.16,Good,Brisbane,Autumn,36,2024-11-30
Cartier,Love Bracelet,Jewelry,3732.0,2614.98,Very Good,SYD,Spring,70,2023-08-27
Balenciaga,Le Cagole,Handbags,10663.0,8714.16,poor,Melbourne,Summer,50,2024-09-09
Balenciaga,Neo Classic,Handbags,13363.0,11664.01,Excell,Melb,Spring,179,2023-12-28
Fendi,Sunshine Shopper,Handbags,13390.0,9599.91,Good,Adelaide,Autumn,25,2024-01-22
Chanel,Coco Handle,Handbags,8000.0,3576.36,Like New,Adelaide,Summer,49,2024-12-14
Louis Vuitton,Capucines,Handbags,12898.0,8353.22,,SYD,Spring,153,2023-04-22
Louis Vuitton,Neverfull Tote,Handbags,6262.0,3446.67,Like New,Melb,Winter,27,2024-06-05
Rolex,Datejust,Watches,11682.0,6407.07,Like New,Adelaide,Spring,7,2023-03-27
Balenciaga,Hourglass Bag,Handbags,8390.0,6709.01,poor,Melbourne,Summer,35,2024-02-19
Balenciaga,Neo Classic,Handbags,13338.0,8747.15,Excell,Melbourne,Summer,136,2024-08-08
Louis Vuitton,Speedy 30,Handbags,3929.0,3278.84,Excell,Perth,Spring,41,2023-08-19
Fendi,Baguette Bag,Handbags,16582.0,12157.82,Excell,Sydney,Spring,72,2024-08-13
Hermès,Kelly 28,Handbags,17883.0,10348.77,Like New,Perth,Spring,61,2024-04-09
Prada,Galleria,Handbags,13204.0,8716.31,poor,Brisbane,Autumn,122,2024-12-27
Cartier,Trinity Ring,Jewelry,7129.0,6132.43,Unknown,Sydney,Winter,4,2024-10-28
Dior,Dior Caro,Handbags,19767.0,14149.85,Very Good,Adelaide,Summer,43,2024-09-07
Rolex,Submariner,Watches,13846.0,18839.54,Good,Perth,Summer,145,2023-01-04
Balenciaga,Neo Classic,Handbags,13485.0,7823.65,New,Adelaide,Autumn,101,2024-02-10
Cartier,Tank Watch,Jewelry,12064.0,7929.25,Good,Brisbane,Summer,99,2023-05-10
Balenciaga,City Bag,Handbags,17695.0,8517.47,poor,unknown,Autumn,170,2024-10-09
Rolex,Submariner,Watches,13955.0,11369.72,Fair,Melb,Summer,156,2023-01-20
Rolex,Explorer,Watches,5548.0,3262.86,Unknown,Sydney,Summer,128,2024-09-17
Hermès,Kelly 28,Handbags,17880.0,9740.38,Fair,Perth,Autumn,12,2023-01-02
Prada,Re-Edition 2005,Handbags,16948.0,14262.69,Like New,SYD,Winter,117,2024-03-07
Hermès,Evelyne III,Handbags,14941.0,10646.44,poor,Melb,Autumn,118,2024-12-06
Hermès,Kelly 28,Handbags,17842.0,12168.3,poor,Brisbane,Summer,59,2024-07-09
Fendi,Baguette Bag,Handbags,16649.0,9287.58,Like New,Brisbane,Winter,90,2024-09-06
Prada,Cleo Shoulder Bag,Handbags,16536.0,6869.64,Good,Adelaide,Spring,98,2024-02-22
Prada,Double Tote,Handbags,17606.0,9591.26,Like New,Brisbane,Summer,30,2023-03-07
Dior,Lady Dior,Handbags,14518.0,10481.06,Unknown,unknown,Spring,161,2024-09-24
Balenciaga,Le Cagole,Handbags,10745.0,5309.5,New,Melb,Spring,33,2024-09-09
Chanel,Coco Handle,Handbags,7917.0,5123.43,Good,Perth,Spring,22,2024-01-12
Fendi,Mon Tresor,Handbags,6581.0,3099.09,New,Melbourne,Autumn,97,2024-10-20
Chanel,Classic Flap Bag,Handbags,5057.0,3075.61,Good,Adelaide,Winter,88,2024-07-30
Prada,Galleria,Handbags,13250.0,10657.18,,Melb,Summer,60,2024-09-03
Louis Vuitton,Speedy 30,Handbags,3783.0,1588.22,Like New,Adelaide,Winter,59,2023-12-04
Gucci,Ophidia Tote,Handbags,17687.0,13891.83,Unknown,unknown,Summer,86,2023-02-12
Louis Vuitton,Capucines,Handbags,13014.0,10116.61,Excell,Perth,Spring,85,2024-06-26
Gucci,Jackie 1961,Handbags,6449.0,4416.13,Like New,unknown,Autumn,18,2024-05-21
Dior,Lady Dior,Handbags,14550.0,12270.24,poor,unknown,Spring,159,2024-08-11
Rolex,Datejust,Watches,,8359.0,Unknown,unknown,Winter,38,2023-03-13
Balenciaga,City Bag,Handbags,17641.0,14470.67,Fair,Perth,Spring,151,2023-12-07
Hermès,Kelly 28,Handbags,17811.0,13165.48,Very Good,Melb,Summer,90,2023-10-25
Fendi,Baguette Bag,Handbags,16686.0,6728.76,poor,Perth,Winter,26,2023-08-29
Dior,Saddle Bag,Handbags,7155.0,3315.76,Good,unknown,Winter,91,2024-08-11
Hermès,Birkin 25,Handbags,17538.0,8601.92,poor,Brisbane,Summer,92,2023-04-25
Chanel,Classic Flap Bag,Handbags,5073.0,3690.78,Excell,SYD,Winter,103,2023-02-24
Gucci,Marmont Mini,Handbags,10924.0,5038.79,Very Good,Adelaide,Winter,172,2023-08-24
Prada,Re-Edition 2005,Handbags,16955.0,11348.98,Fair,Sydney,Summer,48,2024-10-02
Balenciaga,Le Cagole,Handbags,10691.0,9110.31,New,unknown,Summer,68,2024-05-13
Hermès,Birkin 25,Handbags,17570.0,7360.11,Very Good,Brisbane,Summer,178,2023-11-29
Dior,Book Tote,Handbags,11464.0,8656.32,poor,Melb,Winter,130,2024-03-19
Fendi,Peekaboo,Handbags,11011.0,7903.98,Fair,Melbourne,Summer,102,2024-05-29
Balenciaga,Neo Classic,Handbags,13459.0,5746.04,New,Melb,Winter,53,2024-09-20
Louis Vuitton,Alma BB,Handbags,5253.0,3402.57,Unknown,Perth,Autumn,119,2023-08-16
Dior,Dior Caro,Handbags,19821.0,16764.17,Unknown,unknown,Autumn,166,2023-07-01
Dior,Lady Dior,Handbags,14541.0,12638.85,Fair,Melb,Autumn,67,2024-01-03
Louis Vuitton,Speedy 30,Handbags,3768.0,2523.38,Fair,unknown,Spring,137,2024-07-06
Gucci,Dionysus,Handbags,7530.0,5036.35,Fair,Adelaide,Autumn,132,2024-03-27
Prada,Double Tote,Handbags,17620.0,7380.68,Fair,SYD,Winter,47,2023-03-09
Prada,Re-Edition 2005,Handbags,17079.0,14324.93,Good,Melb,Winter,116,2024-10-01
Prada,Double Tote,Handbags,17737.0,12623.19,poor,Sydney,Summer,31,2023-01-11
Chanel,Coco Handle,Handbags,7960.0,3295.39,poor,SYD,Spring,33,2023-06-25
Louis Vuitton,Alma BB,Handbags,5206.0,3478.1,Like New,Brisbane,Winter,180,2024-08-10
Dior,Book Tote,Handbags,11507.0,8173.78,poor,Adelaide,Summer,96,2024-07-14
Louis Vuitton,Capucines,Handbags,12933.0,9171.95,,unknown,Summer,10,2024-04-09
Cartier,Trinity Ring,Jewelry,6995.0,5963.6,Unknown,Sydney,Autumn,117,2024-07-02
Gucci,Ophidia Tote,Handbags,17768.0,10624.69,Good,SYD,Summer,119,2023-03-22
Cartier,Trinity Ring,Jewelry,7042.0,6217.66,Fair,Sydney,Autumn,66,2023-03-08
Chanel,Gabrielle Hobo,Handbags,,1743.6,poor,Melbourne,Autumn,50,2024-03-29
Fendi,Peekaboo,Handbags,10886.0,6262.69,Fair,SYD,Winter,64,2023-02-18
Hermès,Kelly 28,Handbags,17873.0,8382.56,Like New,Brisbane,Autumn,53,2024-06-28
Rolex,Submariner,Watches,13804.0,8969.24,New,Adelaide,Winter,167,2023-02-27
Cartier,Trinity Ring,Jewelry,7005.0,4593.88,Good,Sydney,Spring,104,2023-09-22
Balenciaga,City Bag,Handbags,17656.0,12888.04,Unknown,unknown,Spring,163,2023-07-14
Hermès,Birkin 25,Handbags,17585.0,7186.22,New,Brisbane,Autumn,125,2024-01-04
Hermès,Evelyne III,Handbags,15027.0,13301.27,Unknown,SYD,Spring,67,2024-03-20
Rolex,Explorer,Watches,5684.0,3945.15,Fair,Brisbane,Autumn,23,2024-11-07
Chanel,Boy Bag,Handbags,4411.0,2237.22,Very Good,Sydney,Autumn,104,2023-08-31
Cartier,Panthère Watch,Jewelry,5128.0,3526.01,Excell,Brisbane,Autumn,14,2023-03-09
Cartier,Panthère Watch,Jewelry,5085.0,2401.3,Fair,Melb,Winter,36,2023-09-21
Louis Vuitton,Speedy 30,Handbags,3905.0,2238.98,Very Good,Sydney,Winter,135,2023-03-15
Cartier,Trinity Ring,Jewelry,7180.0,3338.45,Unknown,Sydney,Autumn,108,2023-01-17
Rolex,Daytona,Watches,11096.0,7971.83,Excell,Brisbane,Autumn,80,2023-08-28
Balenciaga,City Bag,Handbags,17639.0,23278.81,Like New,Perth,Summer,108,2023-12-29
Balenciaga,Le Cagole,Handbags,10750.0,8004.92,Good,Melb,Summer,45,2023-05-21
Gucci,Dionysus,Handbags,7603.0,3310.25,Excell,Perth,Spring,11,2024-09-24
Rolex,Datejust,Watches,11752.0,8769.74,Like New,unknown,Autumn,165,2024-10-23
Hermès,Evelyne III,Handbags,14970.0,9095.18,Unknown,Adelaide,Spring,136,2024-11-08
Fendi,Sunshine Shopper,Handbags,13309.0,11163.73,Excell,Melbourne,Summer,10,2024-10-18
Louis Vuitton,Alma BB,Handbags,5287.0,3118.42,Unknown,SYD,Autumn,177,2023-02-09
Dior,Book Tote,Handbags,11543.0,5308.52,Like New,Adelaide,Winter,130,2023-04-23
Hermès,Constance,Handbags,10484.0,7558.84,Very Good,Brisbane,Summer,47,2024-03-26
Fendi,Baguette Bag,Handbags,16605.0,9882.99,New,Adelaide,Winter,71,2023-11-04
Hermès,Kelly 28,Handbags,17877.0,19950.53,Good,Melbourne,Spring,160,2023-09-02
Gucci,Ophidia Tote,Handbags,,11975.22,Like New,Perth,Spring,49,2024-12-30
Balenciaga,Le Cagole,Handbags,10749.0,7948.18,Excell,SYD,Autumn,25,2024-10-20
Louis Vuitton,Neverfull Tote,Handbags,6096.0,3113.28,Like New,Perth,Summer,104,2024-10-19
Louis Vuitton,Capucines,Handbags,13028.0,10812.22,poor,Perth,Summer,34,2023-02-06
Hermès,Birkin 25,Handbags,17543.0,15732.06,Fair,Adelaide,Autumn,72,2024-11-10
Cartier,Love Bracelet,Jewelry,3853.0,3006.88,Good,Sydney,Winter,145,2023-01-19
Balenciaga,Le Cagole,Handbags,10687.0,4757.43,Like New,Adelaide,Summer,51,2023-05-08
Dior,Lady Dior,Handbags,14506.0,8312.7,Unknown,Sydney,Spring,91,2023-11-06
Prada,Double Tote,Handbags,17697.0,13940.52,New,Perth,Spring,2,2023-10-13
Gucci,Marmont Mini,Handbags,10928.0,7830.47,Fair,Brisbane,Spring,102,2023-08-13
Hermès,Kelly 28,Handbags,17882.0,8138.36,Good,Adelaide,Winter,61,2024-05-28
Hermès,Birkin 25,Handbags,17390.0,12324.53,Very Good,Sydney,Autumn,167,2023-11-04
Rolex,Explorer,Watches,5683.0,4361.97,Like New,Melbourne,Summer,166,2024-05-04
Fendi,Baguette Bag,Handbags,16715.0,8953.08,Like New,Adelaide,Autumn,71,2024-11-01
Rolex,Explorer,Watches,5630.0,2961.68,Like New,unknown,Spring,90,2023-05-12
Dior,Book Tote,Handbags,11515.0,9418.71,Fair,unknown,Summer,3,2024-08-04
Gucci,Ophidia Tote,Handbags,17817.0,9260.28,Fair,Adelaide,Winter,14,2023-03-25
Hermès,Constance,Handbags,10344.0,5193.67,Good,Perth,Summer,122,2023-09-15
Rolex,Datejust,Watches,11765.0,6378.37,New,SYD,Spring,103,2024-09-02
Prada,Cleo Shoulder Bag,Handbags,16521.0,10860.73,Good,unknown,Autumn,122,2023-09-19
Fendi,Mon Tresor,Handbags,6694.0,5581.07,Unknown,unknown,Autumn,41,2023-04-07
Balenciaga,Neo Classic,Handbags,13322.0,7229.31,Excell,Brisbane,Summer,126,2024-12-12
Prada,Re-Edition 2005,Handbags,17115.0,14238.06,Good,Melbourne,Summer,74,2023-11-09
Fendi,Sunshine Shopper,Handbags,13455.0,9496.45,Unknown,SYD,Summer,116,2024-04-25
Louis Vuitton,Alma BB,Handbags,5263.0,3201.04,poor,Brisbane,Winter,131,2024-07-08
Fendi,Mon Tresor,Handbags,6590.0,5642.75,Excell,Perth,Spring,107,2023-01-01
Gucci,Dionysus,Handbags,7657.0,3270.12,Fair,unknown,Autumn,141,2023-06-07
Cartier,Love Bracelet,Jewelry,3803.0,2390.92,Unknown,Sydney,Spring,130,2023-01-15
Balenciaga,Hourglass Bag,Handbags,8349.0,7384.35,Very Good,Adelaide,Summer,104,2023-11-21
Chanel,Boy Bag,Handbags,4520.0,2106.55,Excell,Melbourne,Winter,1,2024-06-02
Balenciaga,City Bag,Handbags,17677.0,8525.96,poor,Melb,Winter,105,2024-12-12
Prada,Double Tote,Handbags,17703.0,7372.47,Unknown,unknown,Winter,153,2024-01-20
Chanel,Boy Bag,Handbags,4447.0,2535.37,Unknown,Perth,Winter,3,2024-06-01
Fendi,Peekaboo,Handbags,10901.0,7460.72,poor,Brisbane,Spring,139,2023-12-25
Balenciaga,City Bag,Handbags,17593.0,14156.33,New,SYD,Spring,176,2024-06-30
Dior,Saddle Bag,Handbags,7139.0,4448.71,poor,Melb,Spring,37,2023-12-18
Gucci,Ophidia Tote,Handbags,17706.0,13418.03,Fair,Adelaide,Spring,68,2024-08-06
Hermès,Birkin 25,Handbags,17537.0,10772.57,Unknown,Melbourne,Summer,32,2023-09-20
Prada,Galleria,Handbags,13203.0,8626.61,poor,Melb,Summer,162,2023-10-22
Prada,Galleria,Handbags,13266.0,8534.44,Good,Melbourne,Winter,103,2023-02-13
Rolex,Explorer,Watches,5609.0,4358.92,Like New,Brisbane,Winter,152,2024-01-23
Louis Vuitton,Speedy 30,Handbags,3732.0,2202.96,Fair,Melbourne,Summer,114,2024-10-27
Dior,Book Tote,Handbags,11532.0,10194.49,Excell,SYD,Spring,104,2024-03-03
Chanel,Classic Flap Bag,Handbags,4947.0,4259.72,Excell,Perth,Winter,56,2023-11-03
Louis Vuitton,Capucines,Handbags,12956.0,7256.85,Very Good,Sydney,Summer,129,2024-02-28
Prada,Re-Edition 2005,Handbags,16943.0,10170.94,Like New,Adelaide,Spring,130,2024-01-10
Prada,Re-Edition 2005,Handbags,17054.0,8424.64,poor,Sydney,Winter,64,2024-07-19
Louis Vuitton,Speedy 30,Handbags,3855.0,2566.62,Excell,SYD,Autumn,93,2024-05-25
Balenciaga,Neo Classic,Handbags,13356.0,11813.52,Excell,Sydney,Summer,127,2024-12-22
Balenciaga,Le Cagole,Handbags,10672.0,4481.99,Very Good,Sydney,Winter,10,2024-09-11
Fendi,Baguette Bag,Handbags,16720.0,9242.55,Very Good,SYD,Autumn,98,2024-03-05
Hermès,Kelly 28,Handbags,17909.0,9462.75,Unknown,Melb,Autumn,160,2024-03-24
Prada,Re-Edition 2005,Handbags,17061.0,7623.25,Unknown,Adelaide,Autumn,96,2023-12-22
Fendi,Sunshine Shopper,Handbags,13481.0,5454.31,Fair,unknown,Spring,71,2023-03-07
Chanel,Gabrielle Hobo,Handbags,2268.0,1518.02,Fair,Perth,Summer,137,2024-03-14
Cartier,Trinity Ring,Jewelry,7036.0,3477.74,Like New,SYD,Spring,109,2023-10-21
Rolex,Explorer,Watches,5559.0,3707.07,New,Brisbane,Winter,82,2023-02-02
Cartier,Panthère Watch,Jewelry,5171.0,3451.03,Unknown,Brisbane,Autumn,167,2024-02-10
Rolex,Explorer,Watches,5743.0,2791.34,Very Good,Melb,Spring,55,2023-12-21
Louis Vuitton,Neverfull Tote,Handbags,6102.0,3200.42,Unknown,Sydney,Winter,21,2024-05-01
Gucci,Jackie 1961,Handbags,6516.0,4696.09,Good,Sydney,Summer,142,2024-10-01
Dior,Book Tote,Handbags,11474.0,7694.22,Very Good,unknown,Spring,31,2023-10-03
Fendi,Peekaboo,Handbags,10892.0,6905.07,Excell,Melb,Spring,49,2024-10-10
Fendi,Peekaboo,Handbags,10955.0,4854.55,poor,Perth,Winter,155,2023-03-22
Chanel,Gabrielle Hobo,Handbags,2151.0,1689.31,Very Good,Brisbane,Spring,155,2023-05-14
Prada,Cleo Shoulder Bag,Handbags,16683.0,10431.94,Like New,Adelaide,Winter,41,2023-10-31
Gucci,Marmont Mini,Handbags,10862.0,7525.84,Fair,Sydney,Autumn,128,2024-03-20
Louis Vuitton,Neverfull Tote,Handbags,6228.0,5529.23,,Melb,Spring,125,2024-06-19
Gucci,Ophidia Tote,Handbags,17743.0,10628.99,Excell,Melbourne,Spring,174,2024-01-21
Cartier,Panthère Watch,Jewelry,5061.0,3262.89,Very Good,Perth,Summer,15,2024-01-30
Rolex,Daytona,Watches,11163.0,7907.14,Like New,unknown,Winter,167,2024-10-15
Louis Vuitton,Capucines,Handbags,13056.0,6123.37,Good,Melbourne,Winter,8,2024-04-25
Prada,Galleria,Handbags,13129.0,6152.17,Like New,unknown,Spring,121,2023-11-09
Cartier,Tank Watch,Jewelry,12085.0,8608.9,Good,Sydney,Summer,130,2024-01-30
Rolex,Daytona,Watches,11018.0,5602.63,Good,Adelaide,Spring,28,2023-04-05
Cartier,Love Bracelet,Jewelry,3770.0,2606.87,,Melbourne,Winter,48,2023-11-27
Chanel,Boy Bag,Handbags,4435.0,6372.87,Like New,Adelaide,Spring,55,2024-05-05
Rolex,Datejust,Watches,11770.0,4756.65,New,SYD,Winter,71,2024-05-13
Gucci,Ophidia Tote,Handbags,17707.0,7521.46,Very Good,Adelaide,Winter,158,2023-02-18
Cartier,Trinity Ring,Jewelry,7188.0,3116.74,Good,Brisbane,Winter,78,2023-01-02
Louis Vuitton,Capucines,Handbags,12954.0,6088.44,Very Good,Melbourne,Winter,77,2024-06-07
Prada,Re-Edition 2005,Handbags,17011.0,6838.33,New,Melbourne,Spring,78,2024-01-21
Prada,Cleo Shoulder Bag,Handbags,16696.0,14762.88,Unknown,unknown,Summer,39,2023-11-17
Rolex,Datejust,Watches,11813.0,9509.66,Very Good,Melb,Autumn,119,2023-02-26
Hermès,Constance,Handbags,10497.0,6056.63,Unknown,Perth,Winter,87,2023-09-05
Cartier,Love Bracelet,Jewelry,3681.0,2367.79,Excell,SYD,Winter,23,2024-08-22
Fendi,Baguette Bag,Handbags,16627.0,12936.12,Very Good,Perth,Autumn,49,2023-10-31
Cartier,Trinity Ring,Jewelry,7029.0,4535.45,Very Good,Sydney,Summer,38,2024-02-17
Rolex,Submariner,Watches,13822.0,6439.8,Like New,Adelaide,Winter,56,2023-08-05
Prada,Cleo Shoulder Bag,Handbags,16532.0,20452.16,Very Good,Melbourne,Winter,60,2024-05-23
Dior,Dior Caro,Handbags,19764.0,14259.5,Unknown,Melbourne,Winter,73,2023-10-13
Chanel,Classic Flap Bag,Handbags,4917.0,4218.62,Excell,SYD,Autumn,104,2023-02-03
Balenciaga,City Bag,Handbags,,9519.46,poor,Sydney,Autumn,146,2024-08-18
Chanel,Boy Bag,Handbags,4478.0,3542.3,Good,Brisbane,Summer,139,2023-03-25
Cartier,Tank Watch,Jewelry,12179.0,13883.22,New,Sydney,Spring,39,2024-06-21
Cartier,Panthère Watch,Jewelry,5075.0,2468.11,New,SYD,Autumn,78,2023-12-17
Prada,Galleria,Handbags,13084.0,8576.8,Unknown,Melbourne,Spring,128,2023-04-15
Balenciaga,Neo Classic,Handbags,13347.0,8844.22,Very Good,Melbourne,Autumn,39,2023-11-19
